MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW,Speed mph,hurricane_datetime,PathChange
636018346.0,2022-09-01 00:00:00,39.21698,-73.83038,12.6,8.8,8.0,POLAR CHILE,IMO9797187,D5PH8,72.0,0.0,230.0,37.0,9.1,72.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
563445000.0,2022-09-01 00:00:00,39.80685,-75.4179,0.0,240.9,236.0,STARLING,IMO9737527,9V3666,80.0,5.0,228.0,38.0,12.0,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
367211000.0,2022-09-01 00:00:00,40.45521,-74.05469,0.0,0.0,29.0,GYSGT FRED W STOCKHA,IMO7825423,NUJR,70.0,5.0,276.0,32.0,12.5,1.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,stayed on course
636021061.0,2022-09-01 00:00:00,34.5649,-75.58022,12.7,35.1,34.0,MSC NAISHA III,IMO9307839,5LCB4,70.0,0.0,208.0,30.0,10.7,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
563579000.0,2022-09-01 00:00:00,40.48461,-73.59651,0.1,240.2,294.0,WAN HAI 612,IMO9224518,9V3465,70.0,1.0,284.0,40.0,14.0,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
538004722.0,2022-09-01 00:00:00,40.8333,-67.6452,13.7,259.0,261.0,MAGIC VICTORIA,IMO9608867,V7YS4,80.0,0.0,227.0,32.0,14.6,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
368734000.0,2022-09-01 00:00:00,36.85813,-76.31759,0.0,2.1,274.0,SISLER,IMO9117038,NZIX,70.0,5.0,289.0,32.0,11.3,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636015150.0,2022-09-01 00:00:00,40.62518,-74.06167,0.1,358.9,13.0,GREEN WARRIOR,IMO9514169,A8YX9,80.0,1.0,228.0,42.0,12.3,80.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
477690600.0,2022-09-01 00:00:00,39.74592,-73.59192,0.1,6.1,295.0,SEASPAN RIO DE JANEI,IMO9301847,VRCR9,70.0,1.0,260.0,32.0,12.8,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
373387000.0,2022-09-01 00:00:00,39.22182,-76.57622,0.0,274.6,275.0,NISEKO QUEEN,IMO9889289,3FMS5,70.0,5.0,300.0,50.0,12.1,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636090967.0,2022-09-01 00:00:00,40.64075,-74.19014,0.0,163.8,224.0,MONACO,IMO9314961,A8IF2,70.0,5.0,222.0,30.0,12.0,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
538005025.0,2022-09-01 00:00:00,25.54593,-79.55924,10.3,189.1,188.0,SEA NEPTUNE,IMO9603142,V7AM2,70.0,0.0,229.0,32.0,14.4,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,stayed on course
255805617.0,2022-09-01 00:00:00,40.68121,-74.14655,0.1,219.0,309.0,MSC CAROUGE,IMO9320441,CQFP,70.0,5.0,274.0,32.0,13.5,79.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
538006046.0,2022-09-01 00:00:00,39.18216,-75.27345,13.9,333.7,335.0,CHINOOK,IMO9689536,V7JG4,80.0,0.0,226.0,38.0,12.0,80.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
212091000.0,2022-09-01 00:00:00,37.22484,-76.12163,0.0,215.4,355.0,ORIENT CAVALIER,IMO9436460,5BWC2,70.0,1.0,255.0,43.0,14.5,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
565565000.0,2022-09-01 00:00:00,40.64285,-74.1877,0.0,227.0,224.0,MOL PACE,IMO9321017,9V3121,70.0,5.0,293.0,40.0,14.0,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636021760.0,2022-09-01 00:00:00,39.56616,-73.69878,3.7,6.6,0.0,MSC TAMPA,IMO9317925,5LFN8,70.0,0.0,294.0,32.0,12.0,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636016274.0,2022-09-01 00:00:00,40.50747,-73.59488,0.0,259.0,299.0,CAPRICORN SUN,IMO9333785,D5FI5,80.0,1.0,243.0,42.0,15.6,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
413687000.0,2022-09-01 00:00:00,36.87932,-76.33135,0.0,10.0,96.0,YIN ZHU HAI,IMO9494395,BOJT,70.0,5.0,225.0,32.0,14.2,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636021602.0,2022-09-01 00:00:00,36.96293,-76.42421,0.0,37.3,39.0,CIELO D'EUROPA,IMO9539286,5LET6,70.0,5.0,245.0,44.0,13.7,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
412032000.0,2022-09-01 00:00:00,38.92552,-76.41363,0.0,328.0,207.0,WU ZHU HAI,IMO9494371,BOCM,70.0,1.0,225.0,32.0,14.2,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
255803770.0,2022-09-01 00:00:00,40.49867,-73.50883,0.1,220.2,293.0,MSC FAIRFIELD,IMO9302633,CQRO,70.0,1.0,336.0,43.0,10.4,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636016305.0,2022-09-01 00:00:00,40.37422,-68.96909,10.0,204.6,205.0,SKYROS,IMO9695016,D5FL8,70.0,0.0,299.0,48.0,14.5,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
248089000.0,2022-09-01 00:00:00,26.55906,-79.35194,16.2,179.3,181.0,CAPE SOUNIO,IMO9727625,9HA4509,70.0,0.0,330.0,48.0,13.1,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636092782.0,2022-09-01 00:00:00,38.50313,-74.70094,11.9,319.9,319.0,TORRENTE,IMO9447914,A8VQ2,79.0,0.0,300.0,46.0,12.8,79.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
209550000.0,2022-09-01 00:00:00,40.68358,-74.15058,0.0,334.0,309.0,CSCL AMERICA,IMO9285990,P3XP9,70.0,5.0,334.0,42.0,14.5,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
538008046.0,2022-09-01 00:00:00,26.16497,-79.48782,10.3,194.0,192.0,ELLI,IMO9412452,V7CI6,80.0,0.0,250.0,44.0,13.7,80.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
215131000.0,2022-09-01 00:00:00,33.98548,-76.3162,17.3,249.2,234.0,CMA CGM LYRA,IMO9410806,9HA4972,71.0,0.0,363.0,46.0,10.5,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
403520001.0,2022-09-01 00:00:00,26.96591,-79.72747,11.5,3.2,4.0,BAHRI ABHA,IMO9620944,HZEL,70.0,0.0,220.0,32.0,9.5,79.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636092783.0,2022-09-01 00:00:00,40.56269,-72.55388,0.0,200.0,247.0,TUBUL,IMO9447873,A8VP8,71.0,1.0,300.0,46.0,13.1,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636021155.0,2022-09-01 00:00:00,32.83421,-79.89348,1.7,272.0,48.0,MSC MUMBAI,IMO9294991,5LCO3,74.0,0.0,331.0,42.0,10.1,74.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
373712000.0,2022-09-01 00:00:00,32.05586,-79.9515,0.0,246.2,178.0,EVER FAME,IMO9850800,H9CF,70.0,1.0,334.0,48.0,13.1,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
220598000.0,2022-09-01 00:00:00,37.16049,-76.15149,11.7,172.6,171.0,GERDA MAERSK,IMO9359052,OUJS2,70.0,0.0,366.0,42.0,15.5,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
370235000.0,2022-09-01 00:00:00,37.2444,-76.1179,0.0,191.2,0.0,ULTRA PANTHER,IMO9375939,3ESA3,70.0,1.0,229.0,32.0,14.6,70.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
477137600.0,2022-09-01 00:00:00,39.8118,-75.39706,0.0,341.8,43.0,ORIENTAL JUBILEE,IMO9763813,VRPP5,80.0,1.0,225.0,38.0,12.0,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
538009198.0,2022-09-01 00:00:00,39.84533,-75.27042,0.0,160.2,77.0,PACIFIC RUBY,IMO9893034,V7A4440,80.0,5.0,250.0,44.0,11.3,80.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
215219000.0,2022-09-01 00:00:00,40.66177,-74.14687,0.0,28.5,29.0,CMA CGM VON HUMBOLDT,IMO9454448,9HA5017,71.0,5.0,396.0,54.0,12.2,71.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636020994.0,2022-09-01 00:00:00,40.49376,-73.53903,0.1,194.3,295.0,EVER FASHION,IMO9850836,5LBS5,79.0,1.0,334.0,48.0,11.8,79.0,A,DANIELLE,62,9/1/2022,0,  , LO,38.0,45.6,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81192905173647,2022-09-01 00:00:00,veered off course
636020824.0,2022-09-01 06:00:00,33.36677,-76.09504,20.0,27.1,28.0,NORFOLK,IMO9440813,A8VE3,71.0,0.0,262.0,32.0,9.8,71.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
636018523.0,2022-09-01 06:00:00,26.03757,-79.97078,10.6,133.5,142.0,POLAR PERU,IMO9797199,D5QB7,71.0,0.0,230.0,37.0,9.5,71.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
338071000.0,2022-09-01 06:00:00,40.38161,-73.81516,8.8,178.5,180.0,MAERSK PITTSBURGH,IMO9342176,WMPP,70.0,0.0,300.0,40.0,14.5,71.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
370930000.0,2022-09-01 06:00:00,32.09009,-79.99928,0.0,261.8,257.0,MSC IVANA,IMO9398371,3FRH6,70.0,1.0,363.0,45.0,15.5,71.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,stayed on course
240959000.0,2022-09-01 06:00:00,39.6493,-75.55238,9.3,221.0,222.0,MARAN POSEIDON,IMO9402926,SVAV3,80.0,0.0,274.0,48.0,17.2,80.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
311000779.0,2022-09-01 06:00:00,31.60426,-78.08548,13.9,41.6,43.0,DONALD M JAMES,IMO9770555,C6DT6,70.0,0.0,229.0,33.0,7.8,70.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
636092901.0,2022-09-01 06:00:00,37.08873,-75.09528,9.8,259.8,259.0,KAI OLDENDORFF,IMO9834375,D5TC2,70.0,0.0,224.0,32.0,8.5,70.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
310765000.0,2022-09-01 06:00:00,25.2194,-79.52804,17.7,189.4,189.0,LONDON EXPRESS,IMO9143568,ZCEV3,70.0,0.0,294.0,32.0,13.6,79.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
241743000.0,2022-09-01 06:00:00,27.26251,-79.31527,12.0,187.7,187.0,YIANNIS,IMO9879674,SVDL2,80.0,0.0,295.0,46.0,9.8,80.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,stayed on course
563135300.0,2022-09-01 06:00:00,32.11794,-79.93075,0.0,259.9,260.0,WAN HAI 625,IMO9298997,9V7324,70.0,1.0,279.0,40.0,11.9,70.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
538007463.0,2022-09-01 06:00:00,40.61762,-68.50674,11.7,263.3,261.0,FRONT POLARIS,IMO9791004,V7OZ7,80.0,0.0,251.0,44.0,12.4,80.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
310132000.0,2022-09-01 06:00:00,43.24683,-66.52034,17.2,110.8,112.0,LISBON EXPRESS,IMO9108128,ZCBD3,70.0,0.0,216.0,32.0,10.8,70.0,A,DANIELLE,62,9/1/2022,600,  , TD,38.1,45.2,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247258,2022-09-01 06:00:00,veered off course
310597000.0,2022-09-01 12:00:00,32.54923,-78.24526,15.8,62.6,59.0,METHANE BECKI ANNE,IMO9516129,ZCEC2,80.0,0.0,291.0,45.0,11.9,83.0,A,DANIELLE,62,9/1/2022,1200,  , TS,38.1,44.8,35.0,1007.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6248347117204553,2022-09-01 12:00:00,stayed on course
477714300.0,2022-09-01 12:00:00,40.38451,-67.8955,15.7,281.9,285.0,LICA MAERSK,IMO9190779,VRTV4,70.0,0.0,266.0,37.0,11.9,71.0,A,DANIELLE,62,9/1/2022,1200,  , TS,38.1,44.8,35.0,1007.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6248347117204553,2022-09-01 12:00:00,veered off course
636016424.0,2022-09-01 12:00:00,27.0568,-79.70763,21.0,5.9,7.0,MSC ANYA,IMO9297864,D5GD2,70.0,0.0,294.0,32.0,13.7,71.0,A,DANIELLE,62,9/1/2022,1200,  , TS,38.1,44.8,35.0,1007.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6248347117204553,2022-09-01 12:00:00,veered off course
311974000.0,2022-09-01 12:00:00,26.20882,-78.78328,2.2,229.0,287.0,SONANGOL KASSANJE,IMO9315654,C6UO2,80.0,0.0,273.0,48.0,17.0,80.0,A,DANIELLE,62,9/1/2022,1200,  , TS,38.1,44.8,35.0,1007.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6248347117204553,2022-09-01 12:00:00,stayed on course
413198000.0,2022-09-01 12:00:00,36.74987,-75.38467,9.8,95.0,95.0,YUN MI FENG,IMO9523196,BRPG,70.0,0.0,225.0,32.0,14.2,70.0,A,DANIELLE,62,9/1/2022,1200,  , TS,38.1,44.8,35.0,1007.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6248347117204553,2022-09-01 12:00:00,stayed on course
538009166.0,2022-09-01 12:00:00,36.96697,-76.42942,0.0,44.2,41.0,GCL ICON,IMO9880245,V7A4402,70.0,5.0,229.0,32.0,14.7,70.0,A,DANIELLE,62,9/1/2022,1200,  , TS,38.1,44.8,35.0,1007.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6248347117204553,2022-09-01 12:00:00,veered off course
229321000.0,2022-09-01 18:00:00,39.62559,-72.69283,8.4,318.9,318.0,CMA CGM ZEPHYR,IMO9882487,9HA5465,71.0,0.0,366.0,51.0,14.7,71.0,A,DANIELLE,62,9/1/2022,1800,  , TS,38.0,44.4,45.0,1002.0,40.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247313,2022-09-01 18:00:00,veered off course
636018565.0,2022-09-01 18:00:00,26.04061,-79.46182,14.5,191.1,190.0,VIVIT DUBHE,IMO9835173,D5QG8,80.0,0.0,228.0,36.0,8.0,80.0,A,DANIELLE,62,9/1/2022,1800,  , TS,38.0,44.4,45.0,1002.0,40.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247313,2022-09-01 18:00:00,stayed on course
316001712.0,2022-09-01 18:00:00,43.75261,-70.08866,5.6,26.2,23.0,ALGOMA QUEBECOIS,IMO5287847,CYGR,70.0,15.0,222.0,23.0,8.2,71.0,B,DANIELLE,62,9/1/2022,1800,  , TS,38.0,44.4,45.0,1002.0,40.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.805719942247313,2022-09-01 18:00:00,veered off course
636018693.0,2022-09-02 00:00:00,41.49772,-69.44476,14.6,335.3,336.0,GSL VALERIE,IMO9315874,A8JM3,72.0,0.0,222.0,30.0,7.6,75.0,A,DANIELLE,62,9/2/2022,0,  , TS,37.9,44.1,55.0,996.0,60.0,40.0,20.0,50.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,2.957593744185562,2022-09-02 00:00:00,veered off course
563148700.0,2022-09-02 00:00:00,37.47831,-73.2796,12.5,243.2,244.0,BENTLEY,IMO9847891,9V7787,70.0,0.0,229.0,32.0,7.6,70.0,A,DANIELLE,62,9/2/2022,0,  , TS,37.9,44.1,55.0,996.0,60.0,40.0,20.0,50.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,2.957593744185562,2022-09-02 00:00:00,veered off course
636018862.0,2022-09-02 00:00:00,26.23813,-78.35908,0.4,267.0,94.0,LR1 CARRIER,IMO9307102,D5RS7,80.0,0.0,228.0,32.0,8.0,80.0,A,DANIELLE,62,9/2/2022,0,  , TS,37.9,44.1,55.0,996.0,60.0,40.0,20.0,50.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,2.957593744185562,2022-09-02 00:00:00,veered off course
311000897.0,2022-09-02 00:00:00,32.22926,-75.51524,12.1,264.6,261.0,CSL KAJIKA,IMO9710579,C6EH6,70.0,0.0,229.0,32.0,11.8,70.0,A,DANIELLE,62,9/2/2022,0,  , TS,37.9,44.1,55.0,996.0,60.0,40.0,20.0,50.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,2.957593744185562,2022-09-02 00:00:00,stayed on course
538004983.0,2022-09-02 00:00:00,25.76986,-79.47532,10.4,191.9,190.0,GOLAR BEAR,IMO9626039,V7AF4,84.0,0.0,281.0,44.0,8.9,84.0,A,DANIELLE,62,9/2/2022,0,  , TS,37.9,44.1,55.0,996.0,60.0,40.0,20.0,50.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,2.957593744185562,2022-09-02 00:00:00,stayed on course
636021387.0,2022-09-02 06:00:00,39.25143,-76.54254,0.0,121.8,307.0,EVER FAVOR,IMO9850850,5LDS5,79.0,5.0,334.0,48.0,13.0,71.0,A,DANIELLE,62,9/2/2022,600,  , TS,37.8,43.8,60.0,990.0,70.0,50.0,40.0,60.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2.961005703631537,2022-09-02 06:00:00,veered off course
311007500.0,2022-09-02 06:00:00,26.02323,-79.51978,11.6,184.0,183.0,ORACLE,IMO9400980,C6XF6,80.0,0.0,228.0,42.0,14.8,80.0,A,DANIELLE,62,9/2/2022,600,  , TS,37.8,43.8,60.0,990.0,70.0,50.0,40.0,60.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2.961005703631537,2022-09-02 06:00:00,veered off course
